seqnames,start,end,width,strand,gene_id
PvP01_07_v1,753063,755332,2270,+,PVP01_0716900
PvP01_07_v1,757887,760085,2199,+,PVP01_0717000
PvP01_07_v1,762377,764736,2360,+,PVP01_0717100
PvP01_07_v1,765068,766597,1530,-,PVP01_0717200
PvP01_07_v1,770686,773757,3072,+,PVP01_0717300
PvP01_07_v1,774154,775434,1281,-,PVP01_0717400
PvP01_07_v1,780474,782408,1935,+,PVP01_0717500
PvP01_07_v1,783603,784587,985,-,PVP01_0717600
PvP01_07_v1,788328,789287,960,+,PVP01_0717700
PvP01_07_v1,790787,792741,1955,+,PVP01_0717800
PvP01_07_v1,793566,794966,1401,+,PVP01_0717900
PvP01_07_v1,795984,797519,1536,+,PVP01_0718000
PvP01_07_v1,798305,799033,729,+,PVP01_0718100
PvP01_07_v1,799853,803041,3189,-,PVP01_0718200
PvP01_07_v1,805045,812808,7764,-,PVP01_0718300
PvP01_07_v1,815889,817571,1683,+,PVP01_0718400
PvP01_07_v1,818277,820447,2171,-,PVP01_0718500
PvP01_07_v1,821180,824077,2898,-,PVP01_0718600
PvP01_07_v1,825482,826438,957,+,PVP01_0718700
PvP01_07_v1,827645,832531,4887,+,PVP01_0718800
PvP01_07_v1,834565,835956,1392,+,PVP01_0718900
PvP01_07_v1,836814,840512,3699,+,PVP01_0719000
PvP01_07_v1,842360,843973,1614,+,PVP01_0719100
PvP01_07_v1,845417,846949,1533,-,PVP01_0719200
PvP01_07_v1,848364,850021,1658,+,PVP01_0719300
PvP01_07_v1,850305,851664,1360,-,PVP01_0719400
PvP01_07_v1,853072,856177,3106,-,PVP01_0719500
PvP01_07_v1,857045,858415,1371,+,PVP01_0719600
PvP01_07_v1,858371,865812,7442,-,PVP01_0719700
PvP01_07_v1,867075,868858,1784,+,PVP01_0719800
PvP01_07_v1,869104,870123,1020,-,PVP01_0719900
PvP01_07_v1,870812,872104,1293,+,PVP01_0720000
PvP01_07_v1,873524,878399,4876,+,PVP01_0720100
PvP01_07_v1,878869,881193,2325,-,PVP01_0720200
PvP01_07_v1,881703,883254,1552,-,PVP01_0720300
PvP01_07_v1,884684,885526,843,+,PVP01_0720400
PvP01_07_v1,886504,890140,3637,+,PVP01_0720500
PvP01_07_v1,892137,897609,5473,+,PVP01_0720600
PvP01_07_v1,900508,901716,1209,+,PVP01_0720700
PvP01_07_v1,903290,906045,2756,+,PVP01_0720800
PvP01_07_v1,906435,909875,3441,+,PVP01_0720900
PvP01_07_v1,911180,912430,1251,+,PVP01_0721000
PvP01_07_v1,914274,916249,1976,+,PVP01_0721100
PvP01_07_v1,916842,919480,2639,-,PVP01_0721200
PvP01_07_v1,920835,932663,11829,-,PVP01_0721300
PvP01_07_v1,934488,935900,1413,-,PVP01_0721400
PvP01_07_v1,936836,937837,1002,-,PVP01_0721500
PvP01_07_v1,938690,939340,651,-,PVP01_0721600
PvP01_07_v1,940670,942910,2241,+,PVP01_0721700
PvP01_07_v1,943749,946100,2352,+,PVP01_0721800
PvP01_07_v1,948081,951749,3669,+,PVP01_0721900
PvP01_07_v1,954718,955715,998,+,PVP01_0722000
PvP01_07_v1,957346,958575,1230,+,PVP01_0722100
PvP01_07_v1,958905,960100,1196,-,PVP01_0722200
PvP01_07_v1,961091,962731,1641,-,PVP01_0722300
PvP01_07_v1,965522,966980,1459,-,PVP01_0722400
PvP01_07_v1,972133,975659,3527,+,PVP01_0722500
PvP01_07_v1,976675,978465,1791,-,PVP01_0722600
PvP01_07_v1,979726,982581,2856,+,PVP01_0722700
PvP01_07_v1,982770,983930,1161,-,PVP01_0722800
PvP01_07_v1,987648,990998,3351,+,PVP01_0722900
PvP01_07_v1,991597,995853,4257,-,PVP01_0723000
PvP01_07_v1,997673,1003802,6130,+,PVP01_0723100
PvP01_07_v1,1004899,1006794,1896,+,PVP01_0723200
PvP01_07_v1,1007479,1008444,966,+,PVP01_0723300
PvP01_07_v1,1008973,1010783,1811,+,PVP01_0723400
PvP01_07_v1,1011364,1013088,1725,+,PVP01_0723500
PvP01_07_v1,1014129,1015406,1278,-,PVP01_0723600
PvP01_07_v1,1018311,1019848,1538,+,PVP01_0723700
PvP01_07_v1,1020122,1021750,1629,-,PVP01_0723800
PvP01_07_v1,1022564,1024282,1719,-,PVP01_0723900
PvP01_07_v1,1027022,1028145,1124,+,PVP01_0724000
PvP01_07_v1,1029551,1030063,513,+,PVP01_0724100
PvP01_07_v1,1030792,1032138,1347,-,PVP01_0724200
PvP01_07_v1,1034789,1039072,4284,+,PVP01_0724300
PvP01_07_v1,1042098,1042910,813,+,PVP01_0724400
PvP01_07_v1,1044650,1048727,4078,+,PVP01_0724500
PvP01_07_v1,1049322,1059074,9753,-,PVP01_0724600
PvP01_07_v1,1064639,1064794,156,+,PVP01_0724700
PvP01_07_v1,1066631,1072544,5914,+,PVP01_0724800
PvP01_07_v1,1073046,1074859,1814,-,PVP01_0724900
PvP01_07_v1,1077623,1082155,4533,-,PVP01_0725000
PvP01_07_v1,1085544,1089411,3868,+,PVP01_0725100
PvP01_07_v1,1089995,1092577,2583,+,PVP01_0725200
PvP01_07_v1,1092649,1096185,3537,-,PVP01_0725300
PvP01_07_v1,1096915,1098044,1130,-,PVP01_0725400
PvP01_07_v1,1099023,1099716,694,+,PVP01_0725500
PvP01_07_v1,1099869,1100450,582,-,PVP01_0725600
PvP01_07_v1,1106661,1111059,4399,+,PVP01_0725700
PvP01_07_v1,1112705,1114837,2133,+,PVP01_0725800
PvP01_07_v1,1115175,1118407,3233,-,PVP01_0725900
PvP01_07_v1,1118974,1120298,1325,-,PVP01_0726000
PvP01_07_v1,1122688,1124661,1974,+,PVP01_0726100
PvP01_07_v1,1125205,1126128,924,-,PVP01_0726200
PvP01_07_v1,1127562,1128552,991,+,PVP01_0726300
PvP01_07_v1,1130124,1131188,1065,-,PVP01_0726400
PvP01_07_v1,1134247,1135213,967,+,PVP01_0726500
PvP01_07_v1,1135807,1137261,1455,-,PVP01_0726600
PvP01_07_v1,1138131,1138472,342,+,PVP01_0726650
PvP01_07_v1,1138858,1141276,2419,-,PVP01_0726700
PvP01_07_v1,1143247,1145145,1899,+,PVP01_0726800
PvP01_07_v1,1146952,1147626,675,+,PVP01_0726900
PvP01_07_v1,1147693,1148692,1000,-,PVP01_0727000
PvP01_07_v1,1149800,1150141,342,-,PVP01_0727100
PvP01_07_v1,1152532,1158480,5949,-,PVP01_0727200
PvP01_07_v1,1160934,1162739,1806,+,PVP01_0727300
PvP01_07_v1,1163582,1164172,591,+,PVP01_0727400
PvP01_07_v1,1165250,1166878,1629,+,PVP01_0727500
PvP01_07_v1,1168142,1170003,1862,+,PVP01_0727600
PvP01_07_v1,1172908,1174656,1749,+,PVP01_0727700
PvP01_07_v1,1175976,1177910,1935,+,PVP01_0727800
PvP01_07_v1,1179506,1185578,6073,+,PVP01_0727900
PvP01_07_v1,1185775,1187201,1427,-,PVP01_0728000
PvP01_07_v1,1188264,1189305,1042,-,PVP01_0728100
PvP01_07_v1,1191145,1192260,1116,-,PVP01_0728200
PvP01_07_v1,1192689,1192985,297,-,PVP01_0728300
PvP01_07_v1,1194150,1195413,1264,+,PVP01_0728400
PvP01_07_v1,1196360,1198222,1863,+,PVP01_0728500
PvP01_07_v1,1198385,1201870,3486,-,PVP01_0728600
PvP01_07_v1,1202565,1205204,2640,-,PVP01_0728700
PvP01_07_v1,1206976,1212549,5574,+,PVP01_0728800
PvP01_07_v1,1215432,1220636,5205,+,PVP01_0728900
PvP01_07_v1,1221663,1225802,4140,+,PVP01_0729000
PvP01_07_v1,1226520,1230924,4405,-,PVP01_0729100
PvP01_07_v1,1232806,1235290,2485,-,PVP01_0729200
PvP01_07_v1,1236072,1237627,1556,+,PVP01_0729300
PvP01_07_v1,1239746,1253268,13523,+,PVP01_0729400
PvP01_07_v1,1260428,1261843,1416,-,PVP01_0729500
PvP01_07_v1,1264043,1264806,764,-,PVP01_0729600
PvP01_07_v1,1265963,1268500,2538,-,PVP01_0729700
PvP01_07_v1,1272006,1274678,2673,+,PVP01_0729800
PvP01_07_v1,1275500,1276195,696,+,PVP01_0729900
PvP01_07_v1,1278253,1279509,1257,+,PVP01_0730000
PvP01_07_v1,1281202,1282660,1459,+,PVP01_0730100
PvP01_07_v1,1283316,1284389,1074,-,PVP01_0730200
PvP01_07_v1,1287111,1288071,961,+,PVP01_0730300
PvP01_07_v1,1288966,1291105,2140,+,PVP01_0730400
PvP01_07_v1,1291584,1292432,849,-,PVP01_0730500
PvP01_07_v1,1293603,1295098,1496,-,PVP01_0730600
PvP01_07_v1,1296817,1298026,1210,+,PVP01_0730700
PvP01_07_v1,1298797,1303212,4416,-,PVP01_0730800
PvP01_07_v1,1306278,1307481,1204,+,PVP01_0730900
PvP01_07_v1,1308291,1309970,1680,-,PVP01_0731000
PvP01_07_v1,1311222,1312720,1499,-,PVP01_0731100
PvP01_07_v1,1312725,1315612,2888,-,PVP01_0731200
PvP01_07_v1,1316146,1317032,887,-,PVP01_0731300
PvP01_07_v1,1317221,1320151,2931,-,PVP01_0731400
PvP01_07_v1,1320665,1325288,4624,-,PVP01_0731500
PvP01_07_v1,1327085,1327879,795,-,PVP01_0731600
PvP01_07_v1,1329363,1331540,2178,+,PVP01_0731700
PvP01_07_v1,1332143,1334681,2539,+,PVP01_0731800
PvP01_07_v1,1334891,1337022,2132,-,PVP01_0731900
PvP01_07_v1,1337936,1340542,2607,+,PVP01_0732000
PvP01_07_v1,1340774,1341757,984,+,PVP01_0732100
PvP01_07_v1,1341945,1345841,3897,-,PVP01_0732200
PvP01_07_v1,1347165,1348568,1404,-,PVP01_0732300
PvP01_07_v1,1350398,1351137,740,-,PVP01_0732400
PvP01_07_v1,1351862,1353877,2016,+,PVP01_0732500
PvP01_07_v1,1354121,1355453,1333,-,PVP01_0732600
PvP01_07_v1,1356392,1358314,1923,-,PVP01_0732700
PvP01_07_v1,1359461,1362556,3096,+,PVP01_0732800
PvP01_07_v1,1362701,1363153,453,-,PVP01_0732900
PvP01_07_v1,1364117,1364614,498,+,PVP01_0733000
PvP01_07_v1,1365592,1366251,660,+,PVP01_0733100
PvP01_07_v1,1366622,1367528,907,-,PVP01_0733200
PvP01_07_v1,1369850,1370760,911,+,PVP01_0733300
PvP01_07_v1,1372584,1374229,1646,+,PVP01_0733400
PvP01_07_v1,1376764,1378505,1742,+,PVP01_0733500
PvP01_07_v1,1379162,1380987,1826,-,PVP01_0733600
PvP01_07_v1,1381870,1382448,579,-,PVP01_0733700
PvP01_07_v1,1382845,1383063,219,-,PVP01_0733800
PvP01_07_v1,1383992,1387012,3021,-,PVP01_0733900
PvP01_07_v1,1387771,1388582,812,+,PVP01_0734000
PvP01_07_v1,1394353,1397046,2694,+,PVP01_0734100
PvP01_07_v1,1411633,1412945,1313,+,PVP01_0734200
PvP01_07_v1,1415686,1419343,3658,+,PVP01_0734300
PvP01_07_v1,1422941,1423904,964,+,PVP01_0734400
PvP01_07_v1,1426229,1431673,5445,-,PVP01_0734500
PvP01_07_v1,1434795,1436625,1831,-,PVP01_0734600
PvP01_07_v1,1439481,1440535,1055,-,PVP01_0734700
PvP01_07_v1,1442339,1442902,564,-,PVP01_0734800
PvP01_07_v1,1447577,1448712,1136,+,PVP01_0734900
PvP01_07_v1,1450317,1452074,1758,-,PVP01_0735000
PvP01_07_v1,1455575,1456810,1236,-,PVP01_0735100
PvP01_07_v1,1459636,1463494,3859,-,PVP01_0735200
PvP01_07_v1,1469687,1471899,2213,+,PVP01_0735300
PvP01_07_v1,1477212,1478585,1374,-,PVP01_0735400
PvP01_07_v1,1485044,1486372,1329,+,PVP01_0735500
PvP01_07_v1,1489574,1490875,1302,+,PVP01_0735600
PvP01_07_v1,1495549,1497035,1487,+,PVP01_0735700
PvP01_07_v1,1500371,1501949,1579,+,PVP01_0735800
PvP01_07_v1,1506817,1508139,1323,+,PVP01_0735900
PvP01_07_v1,1511184,1512390,1207,+,PVP01_0736000
PvP01_07_v1,1515014,1516444,1431,+,PVP01_0736100
PvP01_07_v1,1517488,1517968,481,-,PVP01_0736200
PvP01_07_v1,1524198,1525308,1111,+,PVP01_0736300
PvP01_07_v1,1527196,1528493,1298,+,PVP01_0736400
PvP01_07_v1,1530673,1531659,987,-,PVP01_0736500
PvP01_07_v1,1534863,1535834,972,-,PVP01_0736600
PvP01_07_v1,1539719,1540684,966,-,PVP01_0736700
PvP01_07_v1,1543914,1544825,912,-,PVP01_0736800
PvP01_07_v1,1548525,1550195,1671,-,PVP01_0736900
PvP01_07_v1,1551739,1553097,1359,+,PVP01_0737000
PvP01_07_v1,1555507,1557302,1796,+,PVP01_0737100
PvP01_07_v1,1560599,1561915,1317,+,PVP01_0737200
PvP01_07_v1,1562587,1563686,1100,+,PVP01_0737300
PvP01_07_v1,1565667,1566639,973,-,PVP01_0737400
PvP01_07_v1,1568882,1569787,906,-,PVP01_0737500
PvP01_07_v1,1576848,1578124,1277,+,PVP01_0737600
PvP01_07_v1,1580141,1581747,1607,+,PVP01_0737700
PvP01_07_v1,1585903,1587272,1370,+,PVP01_0737800
PvP01_07_v1,1590572,1591773,1202,+,PVP01_0737900
PvP01_07_v1,1595051,1596669,1619,+,PVP01_0738000
PvP01_07_v1,1598787,1599674,888,-,PVP01_0738100
PvP01_07_v1,1601683,1602538,856,-,PVP01_0738200
PvP01_07_v1,1605587,1606577,991,-,PVP01_0738300
PvP01_07_v1,1609781,1610485,705,-,PVP01_0738400
PvP01_07_v1,1614144,1615156,1013,-,PVP01_0738500
PvP01_07_v1,1617789,1618754,966,-,PVP01_0738600
PvP01_07_v1,1622000,1623017,1018,-,PVP01_0738700
PvP01_07_v1,1626386,1627231,846,-,PVP01_0738800
PvP01_07_v1,1629542,1630504,963,-,PVP01_0738900
PvP01_07_v1,1633342,1634238,897,-,PVP01_0739000
PvP01_07_v1,1638522,1639490,969,-,PVP01_0739100
PvP01_07_v1,1642894,1643801,908,-,PVP01_0739200
PvP01_07_v1,1650923,1651798,876,-,PVP01_0739300
PvP01_08_v1,3113,4789,1677,-,PVP01_0800100
PvP01_08_v1,7648,10172,2525,-,PVP01_0800200
PvP01_08_v1,12835,15021,2187,-,PVP01_0800300
PvP01_08_v1,19192,20192,1001,-,PVP01_0800400
PvP01_08_v1,24155,25166,1012,-,PVP01_0800500
PvP01_08_v1,28423,31537,3115,+,PVP01_0800600
PvP01_08_v1,34100,42808,8709,+,PVP01_0800700
PvP01_08_v1,45436,46717,1282,+,PVP01_0800800
PvP01_08_v1,48773,52299,3527,-,PVP01_0800900
PvP01_08_v1,53563,55276,1714,-,PVP01_0801000
PvP01_08_v1,57869,61364,3496,-,PVP01_0801100
PvP01_08_v1,65634,67255,1622,-,PVP01_0801200
PvP01_08_v1,72077,72911,835,-,PVP01_0801300
PvP01_08_v1,75090,75981,892,-,PVP01_0801400
PvP01_08_v1,78401,79566,1166,-,PVP01_0801500
PvP01_08_v1,83076,85373,2298,-,PVP01_0801600
PvP01_08_v1,90326,91903,1578,+,PVP01_0801700
PvP01_08_v1,95444,98104,2661,+,PVP01_0801800
PvP01_08_v1,101298,106185,4888,-,PVP01_0801900
PvP01_08_v1,107071,107247,177,-,PVP01_0802000
PvP01_08_v1,111893,113269,1377,+,PVP01_0802100
PvP01_08_v1,116660,119781,3122,+,PVP01_0802200
PvP01_08_v1,120214,121622,1409,-,PVP01_0802300
PvP01_08_v1,122888,124453,1566,+,PVP01_0802400
PvP01_08_v1,126086,128932,2847,+,PVP01_0802500
PvP01_08_v1,130294,135948,5655,+,PVP01_0802600
PvP01_08_v1,137976,139326,1351,+,PVP01_0802700
PvP01_08_v1,141479,145141,3663,+,PVP01_0802800
PvP01_08_v1,146876,147738,863,+,PVP01_0802900
PvP01_08_v1,149660,150485,826,+,PVP01_0803000
PvP01_08_v1,151264,151722,459,-,PVP01_0803100
PvP01_08_v1,153162,158297,5136,-,PVP01_0803200
PvP01_08_v1,160645,161634,990,-,PVP01_0803300
PvP01_08_v1,165145,166005,861,+,PVP01_0803400
PvP01_08_v1,167177,171034,3858,-,PVP01_0803500
PvP01_08_v1,174624,178367,3744,-,PVP01_0803600
PvP01_08_v1,180459,181350,892,+,PVP01_0803700
PvP01_08_v1,181914,183099,1186,-,PVP01_0803800
PvP01_08_v1,186374,194691,8318,-,PVP01_0803900
PvP01_08_v1,197452,200961,3510,-,PVP01_0804000
PvP01_08_v1,204679,207276,2598,-,PVP01_0804100
PvP01_08_v1,212129,212740,612,-,PVP01_0804200
PvP01_08_v1,215020,219149,4130,+,PVP01_0804300
PvP01_08_v1,219475,220727,1253,-,PVP01_0804400
PvP01_08_v1,221657,223044,1388,+,PVP01_0804500
PvP01_08_v1,223913,224887,975,+,PVP01_0804600
PvP01_08_v1,225040,227286,2247,-,PVP01_0804700
PvP01_08_v1,228118,231357,3240,+,PVP01_0804800
PvP01_08_v1,231487,232047,561,-,PVP01_0804900
PvP01_08_v1,232474,233850,1377,-,PVP01_0805000
PvP01_08_v1,234251,235224,974,-,PVP01_0805100
PvP01_08_v1,236900,241564,4665,-,PVP01_0805200
PvP01_08_v1,244942,247209,2268,-,PVP01_0805300
PvP01_08_v1,248558,250934,2377,-,PVP01_0805400
PvP01_08_v1,254100,255004,905,+,PVP01_0805500
PvP01_08_v1,256097,257728,1632,+,PVP01_0805600
PvP01_08_v1,258248,259766,1519,-,PVP01_0805700
PvP01_08_v1,261668,263094,1427,-,PVP01_0805800
PvP01_08_v1,266131,267209,1079,-,PVP01_0805900
PvP01_08_v1,269995,271191,1197,-,PVP01_0806000
PvP01_08_v1,271830,274508,2679,-,PVP01_0806100
PvP01_08_v1,275162,276025,864,+,PVP01_0806200
PvP01_08_v1,276548,277129,582,-,PVP01_0806300
PvP01_08_v1,278670,279846,1177,+,PVP01_0806400
PvP01_08_v1,283268,284886,1619,+,PVP01_0806500
PvP01_08_v1,288116,290075,1960,+,PVP01_0806600
PvP01_08_v1,291562,293411,1850,+,PVP01_0806700
PvP01_08_v1,293700,294907,1208,-,PVP01_0806800
PvP01_08_v1,295899,298199,2301,-,PVP01_0806900
PvP01_08_v1,302200,304231,2032,+,PVP01_0807000
PvP01_08_v1,305525,306172,648,+,PVP01_0807100
PvP01_08_v1,307209,307553,345,+,PVP01_0807200
PvP01_08_v1,308238,308567,330,+,PVP01_0807300
PvP01_08_v1,310385,314578,4194,-,PVP01_0807400
PvP01_08_v1,323188,325911,2724,-,PVP01_0807500
PvP01_08_v1,328257,329894,1638,+,PVP01_0807600
PvP01_08_v1,334516,341244,6729,+,PVP01_0807700
PvP01_08_v1,345529,356340,10812,+,PVP01_0807800
PvP01_08_v1,357474,358697,1224,-,PVP01_0807900
PvP01_08_v1,359977,361428,1452,+,PVP01_0808000
PvP01_08_v1,362144,363776,1633,-,PVP01_0808100
PvP01_08_v1,366867,369794,2928,+,PVP01_0808200
PvP01_08_v1,372457,373989,1533,+,PVP01_0808300
PvP01_08_v1,376354,378565,2212,-,PVP01_0808400
PvP01_08_v1,382622,384061,1440,-,PVP01_0808500
PvP01_08_v1,393884,394989,1106,-,PVP01_0808600
PvP01_08_v1,396912,397903,992,-,PVP01_0808700
PvP01_08_v1,401589,402536,948,-,PVP01_0808800
PvP01_08_v1,406219,407218,1000,-,PVP01_0808900
PvP01_08_v1,408548,409363,816,+,PVP01_0809000
PvP01_08_v1,410075,411475,1401,+,PVP01_0809100
PvP01_08_v1,412567,415164,2598,+,PVP01_0809200
PvP01_08_v1,415563,417314,1752,-,PVP01_0809300
PvP01_08_v1,419025,420125,1101,+,PVP01_0809400
PvP01_08_v1,420778,422487,1710,-,PVP01_0809500
PvP01_08_v1,425001,426209,1209,+,PVP01_0809600
PvP01_08_v1,427264,428841,1578,-,PVP01_0809700
PvP01_08_v1,431331,434982,3652,-,PVP01_0809800
PvP01_08_v1,436213,446296,10084,-,PVP01_0809900
PvP01_08_v1,447996,450617,2622,+,PVP01_0810000
PvP01_08_v1,450779,451671,893,-,PVP01_0810100
PvP01_08_v1,452750,453637,888,+,PVP01_0810200
PvP01_08_v1,454507,459762,5256,-,PVP01_0810300
PvP01_08_v1,464187,464965,779,+,PVP01_0810400
PvP01_08_v1,465010,467095,2086,-,PVP01_0810500
PvP01_08_v1,467502,469232,1731,+,PVP01_0810600
PvP01_08_v1,470509,471354,846,-,PVP01_0810700
PvP01_08_v1,473747,475586,1840,+,PVP01_0810800
PvP01_08_v1,475878,476738,861,-,PVP01_0810900
PvP01_08_v1,477875,479426,1552,+,PVP01_0811000
PvP01_08_v1,480370,481535,1166,-,PVP01_0811100
PvP01_08_v1,483941,486556,2616,-,PVP01_0811200
PvP01_08_v1,488129,488947,819,+,PVP01_0811300
PvP01_08_v1,489938,491734,1797,+,PVP01_0811400
PvP01_08_v1,492259,493080,822,-,PVP01_0811500
PvP01_08_v1,495683,496210,528,-,PVP01_0811600
PvP01_08_v1,496985,498616,1632,-,PVP01_0811700
PvP01_08_v1,500973,502193,1221,+,PVP01_0811800
PvP01_08_v1,507941,510898,2958,+,PVP01_0811900
PvP01_08_v1,513014,514942,1929,-,PVP01_0812000
PvP01_08_v1,516630,520515,3886,+,PVP01_0812100
PvP01_08_v1,522177,523436,1260,-,PVP01_0812200
PvP01_08_v1,525093,526201,1109,+,PVP01_0812300
PvP01_08_v1,527021,527846,826,-,PVP01_0812400
PvP01_08_v1,530548,531731,1184,-,PVP01_0812500
PvP01_08_v1,533647,535428,1782,-,PVP01_0812600
PvP01_08_v1,537639,539282,1644,-,PVP01_0812700
PvP01_08_v1,542383,547230,4848,+,PVP01_0812800
PvP01_08_v1,548203,550284,2082,+,PVP01_0812900
PvP01_08_v1,551506,552820,1315,-,PVP01_0813000
PvP01_08_v1,555348,557394,2047,+,PVP01_0813100
PvP01_08_v1,557987,561672,3686,-,PVP01_0813200
PvP01_08_v1,567285,570071,2787,+,PVP01_0813300
PvP01_08_v1,571769,573688,1920,-,PVP01_0813400
PvP01_08_v1,574910,578984,4075,-,PVP01_0813500
PvP01_08_v1,584375,589124,4750,+,PVP01_0813600
PvP01_08_v1,591250,597405,6156,+,PVP01_0813700
PvP01_08_v1,598174,599298,1125,+,PVP01_0813800
PvP01_08_v1,600195,602517,2323,+,PVP01_0813900
PvP01_08_v1,603756,606950,3195,-,PVP01_0814000
PvP01_08_v1,609377,611396,2020,-,PVP01_0814100
PvP01_08_v1,613890,618680,4791,+,PVP01_0814200
PvP01_08_v1,620410,623087,2678,+,PVP01_0814300
PvP01_08_v1,626952,634653,7702,+,PVP01_0814400
PvP01_08_v1,635589,636566,978,+,PVP01_0814500
PvP01_08_v1,638328,642368,4041,+,PVP01_0814600
PvP01_08_v1,643540,651714,8175,-,PVP01_0814700
PvP01_08_v1,657807,658658,852,+,PVP01_0814800
PvP01_08_v1,659223,663584,4362,-,PVP01_0814900
PvP01_08_v1,664917,672218,7302,-,PVP01_0815000
PvP01_08_v1,675830,676834,1005,+,PVP01_0815100
PvP01_08_v1,677866,679119,1254,-,PVP01_0815200
PvP01_08_v1,680179,683044,2866,-,PVP01_0815300
PvP01_08_v1,684199,685569,1371,+,PVP01_0815400
PvP01_08_v1,686636,688732,2097,+,PVP01_0815500
PvP01_08_v1,689255,690973,1719,-,PVP01_0815600
PvP01_08_v1,692390,694405,2016,-,PVP01_0815700
PvP01_08_v1,695582,697744,2163,-,PVP01_0815800
PvP01_08_v1,699209,700904,1696,+,PVP01_0815900
PvP01_08_v1,703699,705643,1945,+,PVP01_0816000
PvP01_08_v1,708228,709727,1500,+,PVP01_0816100
PvP01_08_v1,710539,711255,717,-,PVP01_0816200
PvP01_08_v1,713204,714895,1692,+,PVP01_0816300
PvP01_08_v1,715852,719129,3278,-,PVP01_0816400
PvP01_08_v1,724688,726880,2193,+,PVP01_0816500
PvP01_08_v1,727599,730157,2559,-,PVP01_0816600
PvP01_08_v1,731009,732647,1639,-,PVP01_0816700
PvP01_08_v1,734622,737846,3225,+,PVP01_0816800
PvP01_08_v1,738373,739527,1155,-,PVP01_0816900
PvP01_08_v1,740440,741639,1200,-,PVP01_0817000
PvP01_08_v1,742751,746986,4236,-,PVP01_0817100
PvP01_08_v1,749164,749777,614,+,PVP01_0817200
PvP01_08_v1,751925,753161,1237,+,PVP01_0817300
PvP01_08_v1,753771,754951,1181,-,PVP01_0817400
PvP01_08_v1,756756,765038,8283,+,PVP01_0817500
PvP01_08_v1,765555,769763,4209,-,PVP01_0817600
PvP01_08_v1,771849,772973,1125,+,PVP01_0817700
PvP01_08_v1,773130,775699,2570,-,PVP01_0817800
PvP01_08_v1,778581,780290,1710,+,PVP01_0817900
PvP01_08_v1,781274,785335,4062,+,PVP01_0818000
PvP01_08_v1,786466,788142,1677,+,PVP01_0818100
PvP01_08_v1,789722,790234,513,+,PVP01_0818200
PvP01_08_v1,792254,796460,4207,-,PVP01_0818300
PvP01_08_v1,798700,806466,7767,-,PVP01_0818400
PvP01_08_v1,809972,815760,5789,+,PVP01_0818500
PvP01_08_v1,816280,818806,2527,-,PVP01_0818600
PvP01_08_v1,820260,822899,2640,+,PVP01_0818700
PvP01_08_v1,823384,824701,1318,-,PVP01_0818800
PvP01_08_v1,827169,830498,3330,+,PVP01_0818900
PvP01_08_v1,832112,834338,2227,+,PVP01_0819000
PvP01_08_v1,835719,840845,5127,+,PVP01_0819100
PvP01_08_v1,841307,842889,1583,-,PVP01_0819200
PvP01_08_v1,844552,845548,997,-,PVP01_0819300
PvP01_08_v1,848920,850632,1713,-,PVP01_0819400
PvP01_08_v1,855540,857351,1812,-,PVP01_0819500
PvP01_08_v1,858970,860276,1307,+,PVP01_0819600
PvP01_08_v1,860564,861901,1338,-,PVP01_0819700
PvP01_08_v1,868192,878394,10203,+,PVP01_0819800
PvP01_08_v1,879599,881206,1608,-,PVP01_0819900
PvP01_08_v1,882648,884330,1683,-,PVP01_0820000
PvP01_08_v1,885075,886733,1659,-,PVP01_0820100
PvP01_08_v1,888527,889901,1375,-,PVP01_0820200
PvP01_08_v1,893076,893969,894,+,PVP01_0820300
PvP01_08_v1,894930,896291,1362,+,PVP01_0820400
PvP01_08_v1,896677,905020,8344,-,PVP01_0820500
PvP01_08_v1,907081,907974,894,-,PVP01_0820600
PvP01_08_v1,909033,910367,1335,-,PVP01_0820700
PvP01_08_v1,911832,915689,3858,-,PVP01_0820800
PvP01_08_v1,917934,918552,619,-,PVP01_0820900
PvP01_08_v1,919454,921919,2466,+,PVP01_0821000
PvP01_08_v1,923353,923679,327,+,PVP01_0821100
PvP01_08_v1,924410,929581,5172,-,PVP01_0821200
PvP01_08_v1,931977,933590,1614,+,PVP01_0821300
PvP01_08_v1,934024,935801,1778,-,PVP01_0821400
PvP01_08_v1,939416,942151,2736,+,PVP01_0821500
PvP01_08_v1,942584,956497,13914,-,PVP01_0821600
PvP01_08_v1,958949,964083,5135,+,PVP01_0821700
PvP01_08_v1,964520,967898,3379,+,PVP01_0821800
PvP01_08_v1,968777,975940,7164,-,PVP01_0821900
PvP01_08_v1,979085,980161,1077,-,PVP01_0822000
PvP01_08_v1,982008,982658,651,-,PVP01_0822100
PvP01_08_v1,983013,985116,2104,-,PVP01_0822200
PvP01_08_v1,985823,986542,720,+,PVP01_0822300
PvP01_08_v1,986945,996166,9222,-,PVP01_0822400
PvP01_08_v1,998856,1000067,1212,-,PVP01_0822500
PvP01_08_v1,1003395,1007727,4333,+,PVP01_0822600
PvP01_08_v1,1010743,1012548,1806,+,PVP01_0822700
PvP01_08_v1,1015867,1024749,8883,+,PVP01_0822800
PvP01_08_v1,1029162,1033337,4176,+,PVP01_0822900
PvP01_08_v1,1034100,1036816,2717,-,PVP01_0823000
PvP01_08_v1,1038808,1039667,860,+,PVP01_0823100
PvP01_08_v1,1041467,1043154,1688,+,PVP01_0823200
